2021-09-20 14:48:15:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-20_12.txt
2021-09-29 14:56:07:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 14:56:07:[Text        ] Provider: sdl2
2021-09-29 14:56:07:[GL          ] NPOT texture support is available
2021-09-29 14:56:07:[GL          ] Unpack subimage support is available
2021-09-29 14:56:09:[Base        ] Start application main loop
2021-09-29 14:57:43:Full-Scan Process Started !!
2021-09-29 14:57:43:[Act_Drivers ] ['C:/', 'D:/']
2021-09-29 14:58:18:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 14:58:18:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 14:58:18:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 14:58:18:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 14:58:18:[Kivy        ] v2.0.0
2021-09-29 14:58:18:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 14:58:18:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 14:58:18:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 14:58:18:[KivyMD      ] v0.104.1
2021-09-29 14:58:18:[Factory     ] 186 symbols loaded
2021-09-29 14:58:18:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 14:58:18:[Window      ] Provider: sdl2
2021-09-29 14:58:18:[Window      ] Activate GLES2/ANGLE context
2021-09-29 14:58:18:[GL          ] Using the "OpenGL" graphics system
2021-09-29 14:58:18:[GL          ] Backend used <angle_sdl2>
2021-09-29 14:58:18:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 14:58:18:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 14:58:18:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 14:58:18:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 14:58:18:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 14:58:18:[GL          ] Texture max size <16384>
2021-09-29 14:58:18:[GL          ] Texture max units <16>
2021-09-29 14:58:18:[Window      ] auto add sdl2 input provider
2021-09-29 14:58:18:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 14:58:18:[Text        ] Provider: sdl2
2021-09-29 14:58:18:[GL          ] NPOT texture support is available
2021-09-29 14:58:19:[GL          ] Unpack subimage support is available
2021-09-29 14:58:20:[Base        ] Start application main loop
2021-09-29 14:58:22:Full-Scan Process Started !!
2021-09-29 14:58:22:[Act_Drivers ] ['C:/', 'D:/']
2021-09-29 15:02:30:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 15:02:30:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 15:02:30:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 15:02:30:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 15:02:30:[Kivy        ] v2.0.0
2021-09-29 15:02:30:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 15:02:30:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 15:02:30:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 15:02:30:[KivyMD      ] v0.104.1
2021-09-29 15:02:30:[Factory     ] 186 symbols loaded
2021-09-29 15:02:30:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 15:02:30:[Window      ] Provider: sdl2
2021-09-29 15:02:30:[Window      ] Activate GLES2/ANGLE context
2021-09-29 15:02:30:[GL          ] Using the "OpenGL" graphics system
2021-09-29 15:02:30:[GL          ] Backend used <angle_sdl2>
2021-09-29 15:02:30:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:02:30:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 15:02:30:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 15:02:30:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 15:02:30:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:02:30:[GL          ] Texture max size <16384>
2021-09-29 15:02:30:[GL          ] Texture max units <16>
2021-09-29 15:02:30:[Window      ] auto add sdl2 input provider
2021-09-29 15:02:30:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 15:02:30:[Text        ] Provider: sdl2
2021-09-29 15:02:30:[GL          ] NPOT texture support is available
2021-09-29 15:02:31:[GL          ] Unpack subimage support is available
2021-09-29 15:02:32:[Base        ] Start application main loop
2021-09-29 15:02:51:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\Gemunu_Libre.zip
2021-09-29 15:05:35:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_10.txt
2021-09-29 15:05:35:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 15:05:35:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 15:05:35:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 15:05:35:[Kivy        ] v2.0.0
2021-09-29 15:05:35:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 15:05:35:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 15:05:35:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 15:05:35:[KivyMD      ] v0.104.1
2021-09-29 15:05:35:[Factory     ] 186 symbols loaded
2021-09-29 15:05:35:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 15:05:35:[Window      ] Provider: sdl2
2021-09-29 15:05:35:[Window      ] Activate GLES2/ANGLE context
2021-09-29 15:05:35:[GL          ] Using the "OpenGL" graphics system
2021-09-29 15:05:35:[GL          ] Backend used <angle_sdl2>
2021-09-29 15:05:35:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:05:35:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 15:05:35:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 15:05:35:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 15:05:35:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:05:35:[GL          ] Texture max size <16384>
2021-09-29 15:05:35:[GL          ] Texture max units <16>
2021-09-29 15:05:35:[Window      ] auto add sdl2 input provider
2021-09-29 15:05:35:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 15:05:35:[Text        ] Provider: sdl2
2021-09-29 15:05:35:[GL          ] NPOT texture support is available
2021-09-29 15:05:36:[GL          ] Unpack subimage support is available
2021-09-29 15:05:37:[Base        ] Start application main loop
2021-09-29 15:05:47:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\Screenshot (35).zip
2021-09-29 15:07:25:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 15:07:25:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 15:07:25:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 15:07:25:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 15:07:25:[Kivy        ] v2.0.0
2021-09-29 15:07:25:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 15:07:25:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 15:07:25:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 15:07:25:[KivyMD      ] v0.104.1
2021-09-29 15:07:25:[Factory     ] 186 symbols loaded
2021-09-29 15:07:25:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 15:07:25:[Window      ] Provider: sdl2
2021-09-29 15:07:25:[Window      ] Activate GLES2/ANGLE context
2021-09-29 15:07:25:[GL          ] Using the "OpenGL" graphics system
2021-09-29 15:07:25:[GL          ] Backend used <angle_sdl2>
2021-09-29 15:07:25:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:07:25:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 15:07:25:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 15:07:25:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 15:07:25:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:07:25:[GL          ] Texture max size <16384>
2021-09-29 15:07:25:[GL          ] Texture max units <16>
2021-09-29 15:07:25:[Window      ] auto add sdl2 input provider
2021-09-29 15:07:25:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 15:07:25:[Text        ] Provider: sdl2
2021-09-29 15:07:25:[GL          ] NPOT texture support is available
2021-09-29 15:07:26:[GL          ] Unpack subimage support is available
2021-09-29 15:07:27:[Base        ] Start application main loop
2021-09-29 15:07:34:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\Screenshot (35).zip
2021-09-29 15:08:07:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 15:08:07:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 15:08:07:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 15:08:07:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 15:08:07:[Kivy        ] v2.0.0
2021-09-29 15:08:07:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 15:08:07:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 15:08:07:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 15:08:07:[KivyMD      ] v0.104.1
2021-09-29 15:08:07:[Factory     ] 186 symbols loaded
2021-09-29 15:08:07:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 15:08:07:[Window      ] Provider: sdl2
2021-09-29 15:08:07:[Window      ] Activate GLES2/ANGLE context
2021-09-29 15:08:07:[GL          ] Using the "OpenGL" graphics system
2021-09-29 15:08:07:[GL          ] Backend used <angle_sdl2>
2021-09-29 15:08:07:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:08:07:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 15:08:07:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 15:08:07:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 15:08:07:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:08:07:[GL          ] Texture max size <16384>
2021-09-29 15:08:07:[GL          ] Texture max units <16>
2021-09-29 15:08:07:[Window      ] auto add sdl2 input provider
2021-09-29 15:08:07:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 15:08:07:[Text        ] Provider: sdl2
2021-09-29 15:08:07:[GL          ] NPOT texture support is available
2021-09-29 15:08:08:[GL          ] Unpack subimage support is available
2021-09-29 15:08:09:[Base        ] Start application main loop
2021-09-29 15:08:16:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\Screenshot (35).zip
2021-09-29 15:10:54:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 15:10:54:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 15:10:54:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 15:10:54:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 15:10:54:[Kivy        ] v2.0.0
2021-09-29 15:10:54:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 15:10:54:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 15:10:54:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 15:10:54:[KivyMD      ] v0.104.1
2021-09-29 15:10:54:[Factory     ] 186 symbols loaded
2021-09-29 15:10:54:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 15:10:54:[Window      ] Provider: sdl2
2021-09-29 15:10:54:[Window      ] Activate GLES2/ANGLE context
2021-09-29 15:10:54:[GL          ] Using the "OpenGL" graphics system
2021-09-29 15:10:54:[GL          ] Backend used <angle_sdl2>
2021-09-29 15:10:54:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:10:54:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 15:10:54:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 15:10:54:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 15:10:54:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:10:54:[GL          ] Texture max size <16384>
2021-09-29 15:10:54:[GL          ] Texture max units <16>
2021-09-29 15:10:54:[Window      ] auto add sdl2 input provider
2021-09-29 15:10:54:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 15:10:54:[Text        ] Provider: sdl2
2021-09-29 15:10:54:[GL          ] NPOT texture support is available
2021-09-29 15:10:55:[GL          ] Unpack subimage support is available
2021-09-29 15:10:56:[Base        ] Start application main loop
2021-09-29 15:11:06:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\Screenshot (35).zip
2021-09-29 15:11:39:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\README.zip
2021-09-29 15:35:28:[NEW External Device Found ] E:/
2021-09-29 15:35:28:[usbScan method call received.. E]/
2021-09-29 15:40:20:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_30.txt
2021-09-29 15:40:20:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 15:40:20:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 15:40:20:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 15:40:20:[Kivy        ] v2.0.0
2021-09-29 15:40:20:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 15:40:20:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 15:40:20:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 15:40:20:[KivyMD      ] v0.104.1
2021-09-29 15:40:20:[Factory     ] 186 symbols loaded
2021-09-29 15:40:20:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 15:40:20:[Window      ] Provider: sdl2
2021-09-29 15:40:20:[Window      ] Activate GLES2/ANGLE context
2021-09-29 15:40:20:[GL          ] Using the "OpenGL" graphics system
2021-09-29 15:40:20:[GL          ] Backend used <angle_sdl2>
2021-09-29 15:40:20:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:40:20:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 15:40:20:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 15:40:20:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 15:40:20:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:40:20:[GL          ] Texture max size <16384>
2021-09-29 15:40:20:[GL          ] Texture max units <16>
2021-09-29 15:40:20:[Window      ] auto add sdl2 input provider
2021-09-29 15:40:20:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 15:40:20:[Text        ] Provider: sdl2
2021-09-29 15:40:20:[GL          ] NPOT texture support is available
2021-09-29 15:40:21:[GL          ] Unpack subimage support is available
2021-09-29 15:40:22:[Base        ] Start application main loop
2021-09-29 15:40:29:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\Screenshot (35).zip
2021-09-29 15:40:56:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\New folder.zip
2021-09-29 15:42:38:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 15:42:38:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 15:42:38:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 15:42:38:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 15:42:38:[Kivy        ] v2.0.0
2021-09-29 15:42:38:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 15:42:38:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 15:42:38:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 15:42:38:[KivyMD      ] v0.104.1
2021-09-29 15:42:39:[Factory     ] 186 symbols loaded
2021-09-29 15:42:39:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 15:42:39:[Window      ] Provider: sdl2
2021-09-29 15:42:39:[Window      ] Activate GLES2/ANGLE context
2021-09-29 15:42:39:[GL          ] Using the "OpenGL" graphics system
2021-09-29 15:42:39:[GL          ] Backend used <angle_sdl2>
2021-09-29 15:42:39:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:42:39:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 15:42:39:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 15:42:39:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 15:42:39:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 15:42:39:[GL          ] Texture max size <16384>
2021-09-29 15:42:39:[GL          ] Texture max units <16>
2021-09-29 15:42:39:[Window      ] auto add sdl2 input provider
2021-09-29 15:42:39:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 15:42:39:[Text        ] Provider: sdl2
